show_id,type,title,director,cast,country,date_added,release_year,duration,listed_in,description,netflix,hulu,disney+,prime,imdb,rotten_tomatoes
s106,Movie,Lost In Space,,,United States,"October 1, 2021",1998,130 min,"Action, Adventure, Science Fiction","A family of space colonists, their pilot and a diabolical stowaway scientist become hopelessly lost beyond the galaxy when their mission is sabotaged.",0,1,0,0,6.8,55
s107,Movie,Mad Max,,,,"October 1, 2021",1979,93 min,"Action, Adventure, Science Fiction",A chilling drama that combines a futuristic plot with high speed car and motorcycle action. A strange apocalyptic death game between nomadic bikers and a handful of cops.,0,1,0,0,6.0,88
s108,Movie,Madhouse,,,,"October 1, 2021",2004,91 min,"Horror, Thriller","When a staff nurse is murdered at a notorious insane asylum, Clark Stevens, a new psychiatry intern, starts digging for answers and soon realizes that there is something very wrong with the people at the asylum, and it's not just the patients.",0,1,0,0,9.1,86
s109,Movie,Maze,,,"Ireland, United Kingdom, Germany, Sweden","October 1, 2021",2017,,"Action, Adventure, Crime","Based on the incredible true story of the 1983 mass break-out of 38 IRA prisoners from the HMP Maze high security prison, one prisoner engineers the largest European prison escape since World War II.",0,1,0,0,8.7,78
s110,Movie,My Best Friend's Wedding,,,United States,"October 1, 2021",1997,105 min,"Comedy, Romance","When a successful food critic learns that her former boyfriend/best friend is getting married, she stops at nothing to clench her own happiness. Stars Julia Roberts, Dermot Mulroney and Cameron Diaz.",0,1,0,0,4.2,61
s111,Movie,Peeples,,,,"October 1, 2021",2013,95 min,"Comedy, Romance",Sparks fly when Wade Walker (Craig Robinson) crashes the preppy Peeples annual reunion in the Hamptons to ask for their precious daughter Grace's (Kerry Washington) hand in marriage,0,1,0,0,8.6,72
s112,Movie,Queen of the Damned,,,,"October 1, 2021",2002,101 min,Horror,"After a decades-long slumber, the vampire Lestat becomes a rock star whose music awakens the queen of all vampires, Akasha, who embarks on a mission to make Lestat her king.",0,1,0,0,5.6,66
s113,Movie,Racing With the Moon,,,,"October 1, 2021",1984,108 min,"Comedy, Drama, Romance","On the brink of adulthood in small-town Northern California, teens Henry and Nicky try to have a last hurrah before joining the Marines, who are off fighting in World War II. Soon the two youngsters find themselves in a grown-up world all too quickly.",0,1,0,0,5.2,83
s114,Movie,Remo Williams: The Adventure Begins,,,,"October 1, 2021",1985,121 min,"Action, Adventure",A New York City cop is recruited by a super-secret quasi-governmental agency to avenge society's wrongs by being trainded by a Korean Sinanju master.,0,1,0,0,6.0,94
s115,Movie,Resident Evil: Retribution,,,,"October 1, 2021",2012,96 min,"Action, Adventure, Horror",Alice fights alongside a resistance movement to regain her freedom from an Umbrella Corporation testing facility.,0,1,0,0,6.3,64
s116,Movie,Rushmore,,,,"October 1, 2021",1998,93 min,"Comedy, Teen",An overachieving prep-school youth wages war for the affections of a pretty teacher in this Wes Anderson comedy.,0,1,0,0,8.6,45
s117,Movie,SCB: Calzaghe vs. Lacy,,,,"October 1, 2021",2006,,Sports,Super middleweight Joe Calzaghe vs. Jeff Lacy. Classic fight.,0,1,0,0,9.4,72
s118,Movie,Signs,,,,"October 1, 2021",2002,107 min,"Horror, Science Fiction, Thriller",Unexplained crop circles foreshadow frightening events for a Farmer (Mel Gibson) and his family.,0,1,0,0,8.4,90
s119,Movie,Sleepless in Seattle,,,,"October 1, 2021",1993,105 min,"Comedy, Romance",A man's son calls into a radio show to find his widowed father a new wife.,0,1,0,0,7.0,56
s120,Movie,Snatch,,,,"October 1, 2021",2000,103 min,"Action, Adventure, Comedy","Unscrupulous boxing promoters, violent bookmakers, a Russian gangster, incompetent amateur robbers, and supposedly Jewish jewelers fight to track down a priceless stolen diamond in this crime comedy.",0,1,0,0,9.3,69
s121,Movie,Species,,,,"October 1, 2021",1995,109 min,"Horror, Science Fiction, Thriller",A gorgeous human/alien mutant escapes and goes on a bloody rampage of mating and murder in this gripping sci-fi thriller.,0,1,0,0,6.1,36
s122,Movie,Species II,,,,"October 1, 2021",1998,93 min,"Action, Adventure, Horror",An astronaut returns from Mars carrying deadly alien DNA that spawns bloodthirsty mutants in this scary sequel.,0,1,0,0,7.7,59
s123,Movie,Species III,,,,"October 1, 2021",2004,112 min,"Action, Adventure, Drama","In the ongoing fight for supremacy between mankind and the human-alien hybrids, a fatal hybrid weakness has given humans the advantage.",0,1,0,0,7.5,43
s124,Movie,Species: The Awakening,,,,"October 1, 2021",2007,98 min,"Science Fiction, Thriller",A college professor discovers she's actually a human/alien hybrid whose monstrous side begins to emerge in this fourth 'Species' film.,0,1,0,0,5.1,55
s125,Movie,Star Trek II: The Wrath of Khan,,,United States,"October 1, 2021",1982,113 min,"Action, Adventure, Classics","Admiral James T. Kirk is still in charge of a space fleet, but from behind a desk. Dr. McCoy and Mr. Spock convince him to take on a mission which sounds simple, but with the mysterious Khan, things get a little tricky.",0,1,0,0,9.5,39
s126,Movie,Star Trek III: The Search for Spock,,,United States,"October 1, 2021",1984,105 min,"Action, Adventure, Family","Admiral Kirk's defeat of Khan and the creation of the Genesis planet are empty victories. Spock is dead and McCoy is inexplicably being driven insane. Then a visit from Sarek, Spock's father, provides a startling revelation.",0,1,0,0,4.0,61
s127,Movie,Star Trek IV: The Voyage Home,,,,"October 1, 2021",1986,119 min,"Action, Adventure, Family","It's the 23rd century and a mysterious power is threatening Earth by evaporating the oceans and destroying the atmosphere. To save mankind, Capt. Kirk and the rest of the Starship Enterprise crew travel back in time to 1986 San Francisco. In HD.",0,1,0,0,7.1,76
s128,Movie,Star Trek V: The Final Frontier,,,United States,"October 1, 2021",1989,106 min,"Action, Adventure, Family","In this classic movie spin off from the TV series, Captain Kirk and his crew must deal with Spock's long-lost half-brother who hijacks the Enterprise for an obsessive search for God at the center of the galaxy. Stars William Shatner and Leonard Nimoy.",0,1,0,0,8.0,70
s129,Movie,Star Trek VI: The Undiscovered Country,,,United States,"October 1, 2021",1991,110 min,"Action, Adventure, Family",The crews of the Enterprise and the Excelsior must stop a plot to prevent a peace treaty between the Klingon Empire and the Federation.,0,1,0,0,4.3,56
s130,Movie,Star Trek VIII: First Contact,,,,"October 1, 2021",1996,111 min,"Action, Adventure, Family","Led by their seductive and sadistic queen, the Borg are headed to Earth with a devious plan to alter history. Picard's last encounter with the Borg almost killed him. Now, he wants vengeance. But how far will he go to get it?",0,1,0,0,8.5,73
s131,Movie,Star Trek: Generations,,,,"October 1, 2021",1994,118 min,"Action, Adventure, Family",Capt. Kirk and Capt. Picard team up to thwart mad Dr. Soran's quest for the Nexus of joy.,0,1,0,0,5.7,88
s132,Movie,Star Trek: Insurrection,,,United States,"October 1, 2021",1998,103 min,"Action, Adventure, Family","When the crew of the Enterprise learn of the federation plot against the inhabitants of a unique planet, Capt. Picard begins an open rebellion.",0,1,0,0,4.7,83
s133,Movie,Star Trek: Nemesis,,,,"October 1, 2021",2002,117 min,"Action, Adventure, Science Fiction",Capt. Jean-Luc Picard meets his match in a Reman rebel leader who is his evil clone in this thrilling 'Star Trek' adventure.,0,1,0,0,4.8,96
s134,Movie,Star Trek: The Motion Picture,,,United States,"October 1, 2021",1979,130 min,"Action, Adventure, Family","This first Star Trek film reunites the U.S.S. Enterprise's original crew. Capt. James T. Kirk now an admiral, and his crew must save humanity from an alien ship steadily approaching Earth and destroying everything in its path.",0,1,0,0,7.8,42
s136,Movie,Sweet Home Alabama,,,,"October 1, 2021",2002,104 min,"Comedy, Romance",A fashion designer (Reese Witherspoon) demands a divorce from her husband (Josh Lucas).,0,1,0,0,6.6,41
s137,Movie,Sweet Land,,,,"October 1, 2021",2005,111 min,"Drama, Romance","At her husband's funeral, a woman retells her life story to her grandson going back to her arrival from Germany in 1920 to a pre-arranged marriage with a Norwegian farmer in rural Minnesota.",0,1,0,0,8.6,56
s138,Movie,The Extreme Adventures of Super Dave,,,,"October 1, 2021",2000,91 min,Comedy,A klutzy but legendary stuntman named Super Dave comes out of retirement to help raise money for a heart operation for his girlfriend's son.,0,1,0,0,8.8,93
s139,Movie,The Holiday,,,,"October 1, 2021",2006,136 min,"Comedy, Drama, Romance",From writer/director Nancy Meyers comes a romantic comedy about two women on opposite sides of the globe who swap houses only to discover that a change of address can really change their lives.,0,1,0,0,9.7,68
s140,Movie,The Hunger Games,,,,"October 1, 2021",2012,181 min,"Action, Adventure, Science Fiction","Every year in the ruins of what was once North America, the nation of Panem forces each of its twelve districts to send a teenage boy and girl to compete in the Hunger Games.",0,1,0,0,8.0,35
s141,Movie,The Hunger Games: Catching Fire,,,,"October 1, 2021",2013,182 min,"Action, Adventure, Science Fiction","After arriving safely home from their unprecedented victory in the 74th Annual Hunger Games, Katniss and Peeta discover they must do a quick turnaround and begin a Victors Tour.",0,1,0,0,5.5,44
s142,Movie,"The Hunger Games: Mockingjay, Part 1",,,,"October 1, 2021",2014,108 min,"Action, Adventure, Science Fiction",Katniss fights for Peeta and a nation moved by her courage.,0,1,0,0,8.5,39
s143,Movie,"The Hunger Games: Mockingjay, Part 2",,,,"October 1, 2021",2015,128 min,"Action, Adventure, Family","With Panem in a full scale war, Katniss confronts President Snow. Katniss goes off on a mission with a unit from District 13 as they risk their lives to liberate the citizens of Panem, and stage an assassination attempt on President Snow.",0,1,0,0,9.8,64
s144,Movie,The Mask of Zorro,,,,"October 1, 2021",1998,138 min,"Action, Adventure","When a power-crazed despot schemes to buy California from Mexico, it takes two Zorros - the legendary Don Diego de la Vega (Anthony Hopkins) and his successor Alejandro Murrieta (Antonio Banderas) - to defeat the tyrant's unscrupulous plans.",0,1,0,0,7.0,65
s146,Movie,The Perfect Holiday,,,,"October 1, 2021",2007,96 min,"Comedy, Drama, Family",Romance blooms when a little girl asks a department-store Santa (Morris Chestnut) to fulfill her divorced mother's (Gabrielle Union) fondest wish for Christmas.,0,1,0,0,8.0,61
s147,Movie,The Recruit,,,,"October 1, 2021",2003,115 min,"Action, Thriller",Twist-filled thriller about a CIA agent who takes a young trainee under his wing and tasks him with rooting out a mole in the agency.,0,1,0,0,9.6,77
s148,Movie,The Rocky Horror Picture Show,,,,"October 1, 2021",1975,99 min,"Comedy, Music",A newly engaged couple break down and spend the night at the mansion home of Dr. Frank-N-Furter.,0,1,0,0,7.3,70
s149,Movie,The Saint,,,United States,"October 1, 2021",1997,116 min,"Action, Adventure, Drama","Want someone to infiltrate a top-secret organiz ation or steal a scientific formula that could change the world? For the right price, The Saint's your man.",0,1,0,0,7.9,95
s150,Movie,The Spy Who Loved Me,,,United Kingdom,"October 1, 2021",1977,126 min,"Action, Adventure","When British and Russian subs start vanishing, 007 teams up with Russia’s top spy to do battle with a menacing, steel-toothed, 7’2” henchman, Jaws, and thwart archvillain Karl Stromberg’s plans for destroying the world with nuclear bombs.",0,1,0,0,9.8,77
s151,Movie,The Taking of Pelham 1 2 3,,,"United States, United Kingdom","October 1, 2021",2009,106 min,"Action, Adventure, Black Stories","Armed men hijack a New York City subway train, holding the passengers hostage in return for a ransom, and turning an ordinary day's work for dispatcher Walter Garber into a face-off with the mastermind behind the crime.",0,1,0,0,4.7,63
s152,Movie,The Untouchables,,,,"October 1, 2021",1987,119 min,"Classics, Crime, Drama",This theatrical feature is based on the popular TV series about the campaign of U.S. Prohibition Bureau agent Eliot Ness to smash the beer and booze empire of Al Capone in 1920s Chicago.,0,1,0,0,5.0,63
s153,Movie,The Village,,,,"October 1, 2021",2004,108 min,"Horror, Thriller",An idyllic village is threatened by creatures in the woods nearby.,0,1,0,0,8.3,98
s154,Movie,The Vow,,,,"October 1, 2021",2012,104 min,"Drama, Romance","Inspired by a true story, The Vow tells the tale of a husband (Channing Tatum) who must regain the love of his wife (Rachel McAdams) after a coma steals the past five years of her memories.",0,1,0,0,6.0,43
s155,Movie,Theater of Blood,,,,"October 1, 2021",1973,104 min,"Comedy, Horror, News",Vincent Price is a crazed Shakespearean actor who adds murder to his repertoire when he takes gruesome revenge on the critics who slighted him. In HD.,0,1,0,0,6.8,63
s156,Movie,Total Recall,,,,"October 1, 2021",2012,118 min,"Action, Adventure, Science Fiction",A factory worker becomes a hunted man after a procedure goes awry that would convert his dreams of life as a spy into real memories.,0,1,0,0,7.5,53
s157,Movie,Unforgettable,,,,"October 1, 2021",2017,100 min,"Drama, Thriller","When her ex-husband announces that he plans to remarry, a woman sets out to destroy his new bride.",0,1,0,0,6.1,51
s158,Movie,Victor Frankenstein,,,"United Kingdom, Canada, United States","October 1, 2021",2015,110 min,"Drama, Horror",The story of Frankenstein and his monster is brought to eye-popping new life in this lavish update with Daniel Radcliffe and James McAvoy.,0,1,0,0,5.1,72
s159,Movie,Waitress,,,,"October 1, 2021",2007,108 min,"Comedy, Drama, Romance","Late filmmaker Adrienne Shelly's funny, poignant tale of a small-town waitress caught in the middle of some big-time problems.",0,1,0,0,7.7,49
s160,Movie,When A Man Loves A Woman,,,,"October 1, 2021",1994,126 min,"Drama, Romance",A married couple is on shaky grounds due to a drinking problem.,0,1,0,0,6.8,77
s161,Movie,Within,,,,"October 1, 2021",2016,88 min,"Horror, Thriller",A widower moves into a new house and learns that the previous owners mysteriously vanished.,0,1,0,0,9.8,46
s162,Movie,Wolves at the Door,,,,"October 1, 2021",2016,72 min,"Drama, Horror, Thriller",Four friends endure a horrifying home invasion in the Hollywood Hills in 1969.,0,1,0,0,6.4,50
s163,Movie,Wrong Turn 2: Dead End,,,,"October 1, 2021",2007,96 min,"Drama, Horror, Thriller",Contestants in a reality show find themselves playing a game of life-or-death when they encounter a band of inbred hillbilly cannibals.,0,1,0,0,6.6,32
s167,Movie,L.A. Rams Cheerleaders: Making the Squad,,,,"September 30, 2021",2021,,News,"Join us as we follow three candidates as they audition to be part of the LA Rams Cheerleaders. Jacqueline, the cheerleading vet hoping to secure a spot on the team again. Jose, the college grad who flew cross country to take a chance on his dream. Amanda, a lifelong dancer who is hoping her years of hard work will pay off.",0,1,0,0,4.4,71
s168,Movie,True Crime: The Murder of Monica Leech,,,,"September 30, 2021",2021,,"Crime, Documentaries","The renewed hunt for the men wanted for the 1997 murder of bank teller Monica Leech during a robbery in quiet Thousand Oaks, California. The wanted men are members of one of L.A.’s largest and most violent street gangs. Were they inspired by a Hollywood blockbuster movie and does decades old DNA evidence hold the clue to finally putting them behind bars?",0,1,0,0,8.5,99
s169,Movie,Minor Premise,,,,"September 29, 2021",2020,96 min,"Science Fiction, Thriller","Attempting to surpass his father's legacy, a reclusive neuroscientist becomes entangled in his own experiment, pitting ten fragments of his consciousness against each other.",0,1,0,0,7.7,40
s170,Movie,Year of Extremes,,,,"September 29, 2021",2021,,News,"As world leaders prepare to meet for a high-stakes climate summit in Glasgow, ABC’s Chief Meteorologist Ginger Zee looks at how human induced climate change is amplifying extreme weather events and what we can do now.",0,1,0,0,9.8,46
s172,Movie,Felix and the Hidden Treasure,,,,"September 28, 2021",2021,84 min,"Adventure, Comedy, Kids","Twelve-year-old Felix sets off to find his missing father at sea. With the help of a retired sailor, a one-legged parrot, and a cat who thinks he’s a dog, Felix will discover an unimaginable new world.",0,1,0,0,6.4,32
s182,Movie,Gemini,,,United States,"September 25, 2021",2017,93 min,"Drama, Horror, Mystery","A heinous crime tests the complex relationship between a Hollywood starlet and her tenacious personal assistant. As the assistant unravels the mystery, she must confront her own understanding of friendship, truth and celebrity.",0,1,0,0,5.0,59
s185,Movie,This World Alone,,,,"September 24, 2021",2018,90 min,"Drama, Science Fiction","After a cataclysmic event leaves the Earth without technology or power, Sam – a book-obsessed girl in her late teens – is forced out of her protective home for the first time in an attempt to save all she’s ever known.",0,1,0,0,9.9,86
s189,Movie,Funhouse,,,,"September 23, 2021",2019,106 min,Horror,"8 celebrities from around the globe are invited to compete in an online reality show, they soon realize that they are playing for their very lives, as those voted off suffer horrific consequences broadcast live to the entire world.",0,1,0,0,8.9,85
s202,Movie,Grown Ups,,,,"September 20, 2021",2010,97 min,Comedy,"After their high school basketball coach passes away, five good friends and former teammates reunite for a Fourth of July holiday weekend.",0,1,0,0,4.8,41
s208,Movie,Women's College Hockey,,,,"September 18, 2021",2004,,Sports,Action from NCAA women's college hockey.,0,1,0,0,5.3,91
s212,Movie,On Chesil Beach,,,,"September 16, 2021",2018,110 min,"Cooking & Food, Drama, Lifestyle & Culture","In 1962, newlyweds Edward and Florence, both in their early 20s and also both virgins, spend their honeymoon preoccupied and terrified by the upcoming consummation of their marriage.",0,1,0,0,6.3,98
s213,Movie,Riders of Justice,,,,"September 16, 2021",2020,116 min,"Action, Comedy, Thriller","A recently-deployed military man (Mads Mikkelsen) returns home to care for his daughter after his wife dies in an accident. Suspecting foul play, he embarks on a revenge mission to find those responsible.",0,1,0,0,8.2,50
s214,Movie,Stalker,,,,"September 16, 2021",2020,86 min,"Horror, Thriller",A young man's budding romance is threatened when he befriends an unstable ride-share driver.,0,1,0,0,6.2,90
s215,Movie,All About Nina,,,,"September 15, 2021",2018,101 min,"Comedy, Drama","Just as Nina Geld’s (Mary Elizabeth Winstead) brilliant stand-up kicks her career into high gear, her romantic life gets complicated, forcing her to reckon with what it means to be creative, authentic, and a woman in today’s society.",0,1,0,0,5.4,97
s218,Movie,"Gilberto Santa Rosa, 40…y Contando",,,,"September 15, 2021",2018,,"Documentaries, Latino, Music","Salsa legend Gilberto Santa Rosa takes us on a journey through his first 40 years of music, in this historic concert.",0,1,0,0,5.0,64
s219,Movie,Hitman: Agent 47,,,"United States, United Kingdom, Germany, Canada","September 15, 2021",2015,97 min,"Action, Adventure, Crime",A genetically bred assassin joins forces with a young woman to stop a corporation looking to steal the secret of his past.,0,1,0,0,5.1,38
s220,Movie,Joseph: King of Dreams,,,,"September 15, 2021",2000,75 min,"Drama, Kids",An animated epic and inspiring musical adventure that retells the classic story of a boy (voiced by Ben Affleck) with the extraordinary gift of seeing the future in his dreams.,0,1,0,0,9.3,70
s223,Movie,Los Croods 2: Una Nueva Era,,,,"September 15, 2021",2020,95 min,"Family, Latino","En 2013, el mundo conoció a la primera familia de la era prehistórica, Los Croods. DreamWorks Animation te invita a una nueva aventura en el tiempo con Los Croods 2: Una nueva era.",0,1,0,0,7.7,85
s224,Movie,"Love, Simon",,,United States,"September 15, 2021",2018,110 min,"Comedy, Drama, LGBTQ+",A closeted gay teen deals with coming out to his family and friends in this charming.coming-of-age tale.,0,1,0,0,8.9,57
s225,Movie,Maze Runner: The Death Cure,,,United States,"September 15, 2021",2018,144 min,"Action, Adventure, Science Fiction","Thomas leads his group of escaped Gladers on a dangerous mission to save their friends in the finale to the ""Maze Runner"" trilogy.",0,1,0,0,8.7,36
s226,Movie,"Santana - Corazón: Live From Mexico, Live It to Believe It",,,,"September 15, 2021",2014,,"Documentaries, International, Latino",Carlos Santana takes the stage in Mexico with his legendary band Santana for an electrifying concert event.,0,1,0,0,9.5,90
s227,Movie,Thalía 'Viva Tour' (En Vivo),,,,"September 15, 2021",2014,,"Documentaries, International, Latino",Mexican recording artist Thalia performs an array of tracks from throughout her career in this look at her 'Viva!' Tour.,0,1,0,0,9.7,96
s228,Movie,The King Stays King,,,,"September 15, 2021",2012,,"Documentaries, International, Latino","Romeo Santos, the self-proclaimed 'King of Bachata,' performs live at a sold-out show in Madison Square Garden.",0,1,0,0,4.9,90
s229,Movie,"Yandel: Legacy, De Lider a Leyenda Tour",,,,"September 15, 2021",2015,,"Documentaries, International, Latino",Puerto Rican reggaeton legend Yandel makes a stop on his sold-out tour in Old San Juan.,0,1,0,0,5.1,85
s231,Movie,Colette,,,,"September 13, 2021",2018,112 min,"Drama, History","Colette arrives in Paris from the countryside as a young bride to Willy – an older, notorious literary entrepreneur – and she is immediately swept into flamboyant, libertine society and discovers she has a gift for writing.",0,1,0,0,4.2,92
s232,Movie,John Bronco Rides Again,,,,"September 13, 2021",2021,26 min,Comedy,"John Bronco, the greatest pitchman of all time, is back and ready to get back into the saddle again.",0,1,0,0,9.7,53
s235,Movie,High Ground,,,,"September 11, 2021",2020,105 min,"Action, Adventure, Drama","Gutjuk teams up with ex-sniper Travis to track down the most dangerous warrior in the Territory, who is also his uncle.",0,1,0,0,9.2,45
s236,Movie,Detainee 001,,,,"September 10, 2021",2021,,Documentaries,"A harrowing exploration of John Walker Lindh, 'the American Taliban.'",0,1,0,0,8.3,52
s240,Movie,Transporter 3,,,,"September 10, 2021",2008,99 min,"Action, Adventure",A mob courier becomes involved with the daughter of a Ukrainian official.,0,1,0,0,5.6,52
s244,Movie,Women of 9/11: A Special Edition of 20/20 With Robin Roberts,,,,"September 9, 2021",2021,,News,"For the first time, after two decades, the women whose lives changed forever on September 11th tell their full stories of survival, pain and redemption in this landmark special hosted and executive produced by Robin Roberts.",0,1,0,0,6.4,77
s245,Movie,La La Land,,,,"September 8, 2021",2016,128 min,"Comedy, Drama, Music",A jazz pianist falls in love with an aspiring actress as they both pursue their dreams of stardom in this six-time Oscar(R) winner.,0,1,0,0,7.9,42
s248,Movie,9/11 Twenty Years Later: The Longest Shadow,,,,"September 7, 2021",2021,,News,This new documentary series offers an in-depth and visceral account of Sept. 11 and how it reshaped the nation using archival and first-person testimony from first responders and survivors who have now had almost two decades to reflect on the events they lived through.,0,1,0,0,6.5,33
s250,Movie,Logan,,,,"September 7, 2021",2017,138 min,"Action, Drama, Science Fiction",A broken-down Logan (Hugh Jackman) comes to the aid of a young mutant girl who is just like him in this 3rd 'Wolverine' film.,0,1,0,0,8.1,35
s251,Movie,SportsCenter,,,,"September 7, 2021",1979,,Sports,"ESPN's flagship program provides sports news, highlights and analysis.",0,1,0,0,4.9,55
s252,Movie,Eyewitness to 9/11: Behind the Lens,,,,"September 6, 2021",2021,,Documentaries,"The images of September 11, 2001, are seared into our memory, the moments broadcast live to the world. Now, for the first time ever, on the 20th anniversary of 9/11, we hear from the Eyewitness News journalists who were there, in the streets, in the air, and in the newsroom, reporting on the events as the nightmare unfolded, capturing the unforgettable video of that day, and risking their lives to tell the world what was happening. What began as a local news breaker on a clear blue-sky morning in lower Manhattan soon became one of the darkest days in American history. ""Eyewitness to 9/11: Behind the Lens"" documents the heart-pounding, moment-by-moment response of the Eyewitness News team at WABC-TV, with never-before-seen footage from that day and dozens of powerful interviews that resonate with raw emotion. The special takes you ""behind the lens"" of 9/11 to tell untold stories of those who were on the frontlines of newsgathering – from field crews and newsroom staff to Eyewitness News anchors and reporters, past and present.",0,1,0,0,6.2,35
s253,Movie,Men's College Water Polo,,,,"September 4, 2021",1999,,Sports,Action from Men's College Water Polo matches.,0,1,0,0,8.7,65
s254,Movie,Bolden,,,United States,"September 3, 2021",2019,102 min,"Drama, History, Music","BOLDEN imagines the compelling, powerful and tragic journey of Buddy Bolden, the unsung American hero who invented Jazz.",0,1,0,0,5.5,35
s255,Movie,CMA Summer Jam,,,,"September 3, 2021",2021,,Music,"Individual performances and collaborations from more than 20 of the biggest stars in country music, filmed over two nights in Nashville.",0,1,0,0,8.1,54
s257,Movie,Undine,,,,"September 3, 2021",2020,90 min,"Drama, Romance",Christian Petzold boldly reimagines the ancient myth of Undine in this suspenseful tale of romance and betrayal in modern day Berlin.,0,1,0,0,6.1,32
s258,Movie,About Endlessness,,,,"September 2, 2021",2019,76 min,Drama,"A dreamlike comedy of vignettes, ranging from the inconsequential to the monumental, from the mind of visionary Swedish auteur Roy Andersson (A Pigeon Sat on a Branch Reflecting on Existence).",0,1,0,0,5.4,92
s259,Movie,Death in Texas,,,,"September 2, 2021",2020,101 min,"Action, Thriller","Recently released from prison, Billy will do whatever it takes to save the only person who has stuck by him, his mother Grace who desperately needs a liver transplant and she is all out of legal options.",0,1,0,0,5.1,99
s263,Movie,The Unthinkable,,,,"September 2, 2021",2021,129 min,"Action, Thriller","A city is under attack by an unknown enemy. Amidst turmoil and panic, a family must reckon with its past before it’s too late – for them, and for the entire country.",0,1,0,0,8.8,69
s264,Movie,Trolls: TrollsTopia,,,United States,"September 2, 2021",2020,,"Family, Kids","Trolls: TrollsTopia! is the next chapter in the Trolls’ hair-raising adventures. During the Trolls sequel, Trolls: World Tour, everything gets turned on its hair when Poppy learns there are five other musically themed Trolls tribes scattered throughout the forest. Now, armed with her endless positivity she decides to bring delegates from the Country Western, Classical, Funk, Techno, and Hard Rock tribes to live together in her village, to form a new Trolls city and promote friendship and harmony in a grand experiment she calls… TrollsTopia! The delegates from the other villages won’t be the kings or queens we met in Trolls World Tour – those characters will remain in their respective villages and continue to function as the leaders of their tribes. Instead, we’re going to meet new, original characters that represent the fun features of their home tribes.",0,1,0,0,5.6,76
s265,Movie,Blue City,,,,"September 1, 2021",1986,83 min,"Action, Adventure, Horror","After a five year absence, a young man returns home with the intent of reconciling with his father. When he learns that his father has been murdered, he seeks revenge.",0,1,0,0,8.8,84
s266,Movie,Cold Creek Manor,,,,"September 1, 2021",2003,119 min,"Drama, Thriller",A New York City family’s move to a large crumbling mansion in the country takes a harrowing turn with the return of the previous owner.,0,1,0,0,5.8,55
s267,Movie,Crazy Heart,,,,"September 1, 2021",2009,112 min,"Drama, Music, Romance","With too many years of hazy days and boozy nights,former country-music legend Bad Blake (Jeff Bridges) is reduced to playing dives and bowling alleys. In town for his latest gig, Blake meets Jean Craddock (Maggie Gyllenhaal), a sympathetic reporter who has come to do a story on him. He unexpectedly warms to her and a romance begins, then the singer finds himself at a crossroads that may threaten his last shot at happiness.",0,1,0,0,8.6,60
s268,Movie,Edward Scissorhands,,,,"September 1, 2021",1990,101 min,"Comedy, Drama, Romance","A gentle man, with scissors for hands, is brought into a new community after living in isolation.",0,1,0,0,9.2,86
s269,Movie,El Dorado,,,,"September 1, 2021",1967,126 min,"Action, Adventure","A gunslinger and his shotgun-wielding sidekick attempt to sober up a drunken sheriff to protect a homesteader from a greedy land baron. A classic, with James Caan, directed by Howard Hawks.",0,1,0,0,6.6,55
s270,Movie,Election,,,,"September 1, 2021",1999,103 min,Comedy,"Tracy Flick, a straight ""A"" go-getter who's determined to be president of Carver High's student body. But when popular teacher Jim McAllister observes the zealous political locomotive, he decides to derail her.",0,1,0,0,7.9,32
s272,Movie,Free Willy,,,,"September 1, 2021",1993,111 min,"Drama, Family, Kids",Two worlds separated by water and land come together in thisheartwarming adventure about the friendship between a troubled young boy and a orca whale.,0,1,0,0,7.4,31
s273,Movie,Free Willy 2: The Adventure Home,,,,"September 1, 2021",1995,98 min,"Drama, Family, Kids","It's been two years since a brave 12-year-old boy rescued a majestic orca whale named Willy, but their reunion is marred when an oil spill threatens Willy's pod.",0,1,0,0,5.7,99
s274,Movie,Free Willy 3: The Rescue,,,,"September 1, 2021",1997,86 min,"Action, Adventure, Family",A 10-year-old boy whose father is running an illegal whaling operation is caught in a dilemma when Willy and his pod are threatened.,0,1,0,0,10.0,66
s275,Movie,Free Willy: Escape From Pirate's Cove,,,,"September 1, 2021",2010,101 min,"Adventure, Kids","When Kirra goes to live with her estranged grandfather at his seaside theme park, a storm traps a baby orca in the lagoon. Kirra and the whale she names Willy develop a friendship.",0,1,0,0,4.9,98
s276,Movie,"Friday The 13th, Part III",,,United States,"September 1, 2021",1982,95 min,"Horror, Thriller",A group of teenagers heads up to a camp in the country and becomes the target of a psycho lurking about.,0,1,0,0,8.2,99
s277,Movie,Friday the 13th: The Final Chapter,,,United States,"September 1, 2021",1984,91 min,"Action, Adventure, Horror","Having been revived at the hospital, Jason returns to Crystal Lake to meet more victims. However, this time has he met his match in Tommy Jarvis?",0,1,0,0,6.1,67
s278,Movie,Gattaca,,,,"September 1, 2021",1997,106 min,"Drama, Science Fiction, Thriller","In a future where genetic engineered people are favored, an imperfect young man assumes another's identity to gain a job as an astronaut - but his deception is discovered in this thoughtful sci-fi drama. With Jude Law.",0,1,0,0,8.8,94
s279,Movie,Girls! Girls! Girls!,,,United States,"September 1, 2021",1962,99 min,"Comedy, Music","Fishing boat captain, popular with the ladies, sings at night to earn enough to buy his own boat.",0,1,0,0,7.2,73
